Unique Key Code,Country,Supplier Code,Supplier Name,Parent Company,VBS Code,VBS Description,GPO Category,Category,Main Category,ACT/LE Spend $ Jan,ACT/LE Spend $ Feb,ACT/LE Spend $ Mar,ACT/LE Spend $ Apr,ACT/LE Spend $ May,ACT/LE Spend $ Jun,ACT/LE Spend $ Jul,ACT/LE Spend $ Aug,ACT/LE Spend $ Sep,ACT/LE Spend $ Oct,ACT/LE Spend $ Nov,ACT/LE Spend $ Dec,ACT/LE Spend $ FY,ACT/LE WAPT Jan,ACT/LE WAPT Feb,ACT/LE WAPT Mar,ACT/LE WAPT Apr,ACT/LE WAPT May,ACT/LE WAPT Jun,ACT/LE WAPT Jul,ACT/LE WAPT Aug,ACT/LE WAPT Sep,ACT/LE WAPT Oct,ACT/LE WAPT Nov,ACT/LE WAPT Dec,Budget WAPT Jan Round 1,Budget WAPT Feb Round 1,Budget WAPT Mar Round 1,Budget WAPT Apr Round 1,Budget WAPT May Round 1,Budget WAPT Jun Round 1,Budget WAPT Jul Round 1,Budget WAPT Aug Round 1,Budget WAPT Sep Round 1,Budget WAPT Oct Round 1,Budget WAPT Nov Round 1,Budget WAPT Dec Round 1,Final BU Spend Jan Round 1,Final BU Spend Feb Round 1,Final BU Spend Mar Round 1,Final BU Spend Apr Round 1,Final BU Spend May Round 1,Final BU Spend Jun Round 1,Final BU Spend Jul Round 1,Final BU Spend Aug Round 1,Final BU Spend Sep Round 1,Final BU Spend Oct Round 1,Final BU Spend Nov Round 1,Final BU Spend Dec Round 1
Brazil243324_S4,Brazil,243324,GIOVANNI MACIEL L ABBATE,GIOVANNI MACIEL L ABBATE 765291566,18,People_18,PEOPLE,BST,INDIRECT,1520,3189,1288,3324,2172,5063,6411.82,710.75,2161.36,2233.62,1183.14,4790.8,34047.49,45,44.81843201,45,45,45,45,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,1520,3189,1288,3324,2172,5063,6411.82,710.75,2161.36,2233.62,1183.14,4790.8
Brazil243866_S4,Brazil,243866,OPCAO JCA TURISMO E FRETAMENTO LTDA,OPCAO JCA TURISMO E FRETAMENTO LTDA,18,People_18,PEOPLE,BST,INDIRECT,33108,37211,35759,0,0,0,42895.33,42895.33,42895.33,42895.33,42895.33,42895.33,363449.98,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,33108,37211,35759,0,0,0,42895.33,42895.33,42895.33,42895.33,42895.33,42895.33
Brazil238808_S4,Brazil,238808,PROJECT EXPLO CONSULTORIA E TREINAM,PROJECT CENTRAL DE MANUTENCAO SUPRIMENTOS INDUSTRIAIS E,18,People_18,PEOPLE,BST,INDIRECT,0,0,14424,0,2404,0,0.01,2260.63,0.01,3400.11,0.01,0.01,22488.78,45,45,45,45,45,45,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,0,0,14424,0,2404,0,0.01,2260.63,0.01,3400.11,0.01,0.01
Brazil240746_S4,Brazil,240746,CASA DA COPIA LTDA,CASA DA COPIA LTDA ME,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,45,45,45,45,45,45,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil240561_S4,Brazil,240561,UNIMED LAGES COOPERATIVA TRABALHO M,COOPERATIVA DE TRABALHO MEDICO DO PLANALTO SERRANO,18,People_18,PEOPLE,BST,INDIRECT,0,0,803,182,182,182,180.11,180.11,180.11,180.11,0.01,360.23,2429.68,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,803,182,182,182,180.11,180.11,180.11,180.11,0.01,360.23
Brazil239920_S4,Brazil,239920,FUNDACAO CARLOS JOFRE DO AMARAL,,18,People_18,PEOPLE,BST,INDIRECT,143,119,126,119,119,95,190.9,214.63,214.63,182.27,180.11,259.92,1963.46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,143,119,126,119,119,95,190.9,214.63,214.63,182.27,180.11,259.92
Brazil238564_S4,Brazil,238564,CONNAPA CONSULTORIA NACIONAL,CONNAPA CONSULTORIA NACIONAL PREVEN,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil240911_S4,Brazil,240911,CARLOS ANTONIO SOUSA ENCADERNACOES,,18,People_18,PEOPLE,BST,INDIRECT,1644,866,1235,2561,5211,961,4723.93,314.93,2006.05,874.68,2652.09,936.16,23985.84,30,36.87232743,30,34.77183564,30,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1644,866,1235,2561,5211,961,4723.93,314.93,2006.05,874.68,2652.09,936.16
Brazil240325_S4,Brazil,240325,TURISMO TRES AMIGOS LTDA,TURISMO TRÃŠS AMIGOS,18,People_18,PEOPLE,BST,INDIRECT,191717,200963,228353,207767,207756,209923,226992.44,226992.44,226992.44,226992.44,226992.44,226992.44,2608433.64,134.9994826,135,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,191717,200963,228353,207767,207756,209923,226992.44,226992.44,226992.44,226992.44,226992.44,226992.44
Brazil293220_S4,Brazil,293220,OTICA AVENIDA LIMITADA,,18,People_18,PEOPLE,BST,INDIRECT,158,158,206,997,1052,120,162.86,388.27,105.7,45.3,76.58,116.48,3586.19,45,45,45,118.2353128,125.5635717,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,158,158,206,997,1052,120,162.86,388.27,105.7,45.3,76.58,116.48
Brazil294614_S4,Brazil,294614,ERGOCOACH SERVICOS DE SAUDE EIRELI,,18,People_18,PEOPLE,BST,INDIRECT,5613,10593,8653,2282,0,2282,16771.55,0.01,0.01,0.01,0.01,0.01,46194.6,45,44.5570218,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,5613,10593,8653,2282,0,2282,16771.55,0.01,0.01,0.01,0.01,0.01
Brazil238664_S4,Brazil,238664,STAE SERV TECNICO E AUXILIAR EM,STAE SERV TECNICO E AUXILIAR EM ENFERMAGEM,18,People_18,PEOPLE,BST,INDIRECT,0,5926,2963,0,2963,0,2962.7,2962.7,0.01,2962.7,0.01,8889.18,29629.3,75,75,75,75,75,75,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0,5926,2963,0,2963,0,2962.7,2962.7,0.01,2962.7,0.01,8889.18
Brazil239453_S4,Brazil,239453,AMAZONIA P L MARINHO,AMAZONIA PL MARINHO ME,18,People_18,PEOPLE,BST,INDIRECT,1410,2292,3133,2506,9461,13744,0.01,2741.6,2027.62,2332.84,0.01,2600.32,42248.4,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,1410,2292,3133,2506,9461,13744,0.01,2741.6,2027.62,2332.84,0.01,2600.32
Brazil239028_S4,Brazil,239028,JULIAGUA COMERCIO DE AGUA LTDA,JULIAGUA COMERCIO DE AGUA,18,People_18,PEOPLE,BST,INDIRECT,381,381,381,381,381,382,285.81,380.72,285.81,475.63,380.72,190.9,4286.59,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,381,381,381,381,381,382,285.81,380.72,285.81,475.63,380.72,190.9
Brazil294723_S4,Brazil,294723,DINAMIZOL HIGIENIZADORA EMPRESA,,18,People_18,PEOPLE,BST,INDIRECT,1785,1567,852,883,2834,545,787.32,706.43,1769.86,2147.34,2998.29,1594.06,18469.3,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1785,1567,852,883,2834,545,787.32,706.43,1769.86,2147.34,2998.29,1594.06
Brazil242712_S4,Brazil,242712,SUPERE TREINAMENTO E DESENVOLVIMENT,SUPERE TREINAMENTO E DESENVOLVIMENT,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil238392_S4,Brazil,238392,RONALDO MARION EM RECUPERACAO JUDIC,,18,People_18,PEOPLE,BST,INDIRECT,377,-5,267,443,0,308,188.74,0.01,0.01,0.01,505.83,419.55,2504.15,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,377,-5,267,443,0,308,188.74,0.01,0.01,0.01,505.83,419.55
Brazil240859_S4,Brazil,240859,UNIAO SOCIAL DE ASSISTENCIA,UNIAO SOCIAL DE ASSISTENCIA,18,People_18,PEOPLE,BST,INDIRECT,154,17,342,0,0,0,417.39,154.23,187.66,187.66,154.23,187.66,1801.83,45,45,45,45,45,45,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,54.11,154,17,342,0,0,0,417.39,154.23,187.66,187.66,154.23,187.66
Brazil239799_S4,Brazil,239799,MAPE TRANSPORTES LTDA,MAPE TRANSPORTES,18,People_18,PEOPLE,BST,INDIRECT,118090,118223,126029,118090,126610,125422,137406.45,137406.45,137406.45,137406.45,137406.45,137406.45,1556902.7,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,118090,118223,126029,118090,126610,125422,137406.45,137406.45,137406.45,137406.45,137406.45,137406.45
Brazil293436_S4,Brazil,293436,AEROIND COMERCIAL LTDA,AEROIND COMERCIAL,18,People_18,PEOPLE,BST,INDIRECT,112,0,0,0,0,143,0.01,0.01,0.01,0.01,0.01,0.01,255.06,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,112,0,0,0,0,143,0.01,0.01,0.01,0.01,0.01,0.01
Brazil239386_S4,Brazil,239386,GRAFICA MARIMELO LTDA,GRAFICA MARIMELO,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,289.04,0.01,0.01,0.01,0.01,449.74,738.82,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,289.04,0.01,0.01,0.01,0.01,449.74
Brazil240243_S4,Brazil,240243,FITE FISIOT DO TRAB E ERGONOMIA S S,,18,People_18,PEOPLE,BST,INDIRECT,617,0,0,0,1851,0,0.01,1850.74,0.01,0.01,0.01,3243.12,7561.9,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,617,0,0,0,1851,0,0.01,1850.74,0.01,0.01,0.01,3243.12
Brazil239838_S4,Brazil,239838,FUNERARIA SAUDADE ETERNA LTDA.,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,8.75,8.75,8.75,8.75,8.75,8.75,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil242681_S4,Brazil,242681,ARACAJU CARTOES EIRELI,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,8.75,8.75,8.75,8.75,8.75,8.75,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil243231_S4,Brazil,243231,INSIGHT TREINAMENTO E DESENVOLVIMEN,INSIGHT TREINAMENTO E DESENVOLVIMEN,18,People_18,PEOPLE,BST,INDIRECT,4871,6390,3352,4871,5434,5434,4870.61,4870.61,4870.61,3352.05,6389.17,4870.61,59575.66,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,4871,6390,3352,4871,5434,5434,4870.61,4870.61,4870.61,3352.05,6389.17,4870.61
Brazil239437_S4,Brazil,239437,AMB ENGENHARIA E SERVICOS TECNICOS,AMBIENTAL ENGENHARIA COMERCIO DE EQUIPAMENTOS DE PROTECAO,18,People_18,PEOPLE,BST,INDIRECT,0,0,9534,881,0,2465,512.3,763.59,0.01,1498.07,5288,3850.32,24792.29,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,9534,881,0,2465,512.3,763.59,0.01,1498.07,5288,3850.32
Brazil238567_S4,Brazil,238567,TURSAN TURISMO SANTO ANDRE LTDA,TURSAN TURISMO SANTO ANDRE,18,People_18,PEOPLE,BST,INDIRECT,91017,114534,87926,87665,92875,87618,96508.73,96508.73,96508.73,101334.07,101334.07,101334.07,1155163.4,133.1031095,134.4226289,133.7530525,133.5572531,133.0373835,134.6446574,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,131.78,91017,114534,87926,87665,92875,87618,96508.73,96508.73,96508.73,101334.07,101334.07,101334.07
Brazil238833_S4,Brazil,238833,OSVALDO PEREIRA SOCIEDADE ADVOGADOS,OSVALDO PEREIRA SOCIEDADE DE ADVOGADOS,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,1257.56,0.01,0.01,1257.61,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0.01,0.01,0.01,1257.56,0.01,0.01
Brazil238845_S4,Brazil,238845,LEMOS E LEMOS SEGURANCA NO TRABALHO,LEMOS E LEMOS SEGURANCA NO TRABALHO LTDA EPP,18,People_18,PEOPLE,BST,INDIRECT,0,0,165,0,463,0,1712.69,992.24,1410.71,0.01,2430.99,2646.69,9821.33,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,165,0,463,0,1712.69,992.24,1410.71,0.01,2430.99,2646.69
Brazil239332_S4,Brazil,239332,INTERATIVA COMERCIO E PALESTRAS,INTERATIVA COMERCIO E PALESTRAS,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,1674.95,0.01,0.01,0.01,0.01,1675,8.75,8.75,8.75,8.75,8.75,8.75,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0,0,0.01,1674.95,0.01,0.01,0.01,0.01
Brazil292297_S4,Brazil,292297,EMPRAMED PLUS DROGARIA EIRELI,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil241823_S4,Brazil,241823,REALDI INFORMATIZACAO RELOGIOS,,18,People_18,PEOPLE,BST,INDIRECT,458,266,0,206,0,0,0.01,510.14,0.01,0.01,0.01,0.01,1440.19,30,30,30,45,45,45,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,458,266,0,206,0,0,0.01,510.14,0.01,0.01,0.01,0.01
Brazil290829_S4,Brazil,290829,FISIO DO TRABALHO CONSULTORIA E,,18,People_18,PEOPLE,BST,INDIRECT,0,0,5031,4675,0,0,0.01,0.01,0.01,0.01,0.01,0.01,9706.06,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,0,5031,4675,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil291366_S4,Brazil,291366,OCUPACIONAL RH SOLUCOES EM RECURSOS,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil238397_S4,Brazil,238397,JOAB RIO PRODUTOS FARMACEUTICOS,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,30,30,30,30,30,30,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil239571_S4,Brazil,239571,CESARIO S TREINAMENTOS CONSULTORIA,,18,People_18,PEOPLE,BST,INDIRECT,1942,347,2415,2374,1618,645,409.84,1017.05,3256.06,317.09,0.01,0.01,14341.06,8.75,8.75,8.75,8.75,8.75,8.75,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,1942,347,2415,2374,1618,645,409.84,1017.05,3256.06,317.09,0.01,0.01
Brazil280252_S4,Brazil,280252,E D L PEDROSO,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,237,0.01,0.01,252.37,111.09,0.01,0.01,600.5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,237,0.01,0.01,252.37,111.09,0.01,0.01
Brazil294740_S4,Brazil,294740,EDNA FREIRE DE SANTANA BRITO,,18,People_18,PEOPLE,BST,INDIRECT,0,0,721,0,0,0,0.01,0.01,713.98,0.01,0.01,0.01,1435.03,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,0,721,0,0,0,0.01,0.01,713.98,0.01,0.01,0.01
Brazil345208,Brazil,345208,SANTOS TAVARES DADOS E INFORMACOES,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,1901.434885,0.01,0.01,0.01,0.01,0.01,1901.484885,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,1901.434885,0.01,0.01,0.01,0.01,0.01
Brazil293526_S4,Brazil,293526,PROLLABOR CLINICA INTEGRADA,,18,People_18,PEOPLE,BST,INDIRECT,0,0,1075,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,1075.06,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,1075,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil238693_S4,Brazil,238693,PMS CONSUL EM ENG DE SEG E AMBL LTD,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,5719.4,3349.89,9069.33,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0.01,0.01,0.01,0.01,5719.4,3349.89
Brazil377105,Brazil,377105,PAMPULHA PAES E DOCES LTDA,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil241988_S4,Brazil,241988,BERNARDINO FRANCO MARCELINO,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,175.8,0.01,0.01,0.01,175.85,63.75,63.75,63.75,63.75,63.75,63.75,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,0,0,0,0,0,0,0.01,0.01,175.8,0.01,0.01,0.01
Brazil240394_S4,Brazil,240394,EBAE EMPRESA BRASILEIRA AVALIACOES,,18,People_18,PEOPLE,BST,INDIRECT,4457,0,0,1458,0,0,0.01,0.01,0.01,0.01,0.01,0.01,5915.06,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,4457,0,0,1458,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil241026_S4,Brazil,241026,GELOS GIOVANI LTDA,,18,People_18,PEOPLE,BST,INDIRECT,71,65,34,74,37,31,64.71,31.28,36.67,61.48,61.48,31.28,598.9,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,71,65,34,74,37,31,64.71,31.28,36.67,61.48,61.48,31.28
Brazil281177_S4,Brazil,281177,P E M COMERCIO REPRESENTACOES E,,18,People_18,PEOPLE,BST,INDIRECT,0,0,1234,2204,0,0,200.61,1421.49,0.01,0.01,0.01,0.01,5060.14,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,1234,2204,0,0,200.61,1421.49,0.01,0.01,0.01,0.01
Brazil243943_S4,Brazil,243943,CRISTIANO CARVALHO BERTOLO COMERCIO,CRISTIANO CARVALHO BERTOLO COMERCIO,18,People_18,PEOPLE,BST,INDIRECT,282,185,0,0,441,213,185.51,396.9,246.98,194.13,211.39,228.65,2584.56,30,30,30,30,30,30,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,282,185,0,0,441,213,185.51,396.9,246.98,194.13,211.39,228.65
Brazil242753_S4,Brazil,242753,PREVEN FIRE CENTRO TREINAMENTOS,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,317.09,0.01,317.09,0.01,634.22,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0.01,0.01,317.09,0.01,317.09,0.01
Brazil242668_S4,Brazil,242668,LUIS GUSTAVO PEREIRA DA SILVA,LUIS GUSTAVO PEREIRA DA SILVA,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Brazil238488_S4,Brazil,238488,OSLEY FERNANDO SUCHEK,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,86,0,0,0.01,0.01,0.01,175.8,0.01,0.01,261.85,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,0,0,86,0,0,0.01,0.01,0.01,175.8,0.01,0.01
Brazil240293_S4,Brazil,240293,M L GONCALVES CONFECOES,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,280.42,523.08,0.01,0.01,0.01,0.01,803.54,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,0,0,0,0,0,280.42,523.08,0.01,0.01,0.01,0.01
Brazil244105_S4,Brazil,244105,KLEBER LIMA CARVALHO,,18,People_18,PEOPLE,BST,INDIRECT,197,218,189,205,187,188,0.01,0.01,304.14,161.78,191.98,212.47,2054.39,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,197,218,189,205,187,188,0.01,0.01,304.14,161.78,191.98,212.47
Brazil11278469_S4,Brazil,11278469,PADARIA E CONFEITARIA REGENTE LTDA,,18,People_18,PEOPLE,BST,INDIRECT,120,87,126,123,150,109,36.67,117.56,0.01,108.93,0.01,0.01,978.19,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,120,87,126,123,150,109,36.67,117.56,0.01,108.93,0.01,0.01
Brazil294338_S4,Brazil,294338,BISTRO MINEIRO LANCHONETE LTDA - ME,,18,People_18,PEOPLE,BST,INDIRECT,3007,0,2744,6375,2932,2827,0.01,0.01,5764.7,3660.5,3081.34,3257.14,33648.7,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,3007,0,2744,6375,2932,2827,0.01,0.01,5764.7,3660.5,3081.34,3257.14
Brazil239108_S4,Brazil,239108,M CORDEIRO CORREIA LTDA,,18,People_18,PEOPLE,BST,INDIRECT,1049,1049,1049,1049,1049,1049,0.01,1049.4,1049.4,1049.4,1049.4,1049.4,11541.01,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,1049,1049,1049,1049,1049,1049,0.01,1049.4,1049.4,1049.4,1049.4,1049.4
Brazil241223_S4,Brazil,241223,SF DE OLIVEIRA E CIA LTDA ME,,18,People_18,PEOPLE,BST,INDIRECT,278,320,0,115,975,470,0.01,242.67,0.01,485.34,0.01,668.68,3554.72,30,30,30,30,30,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,278,320,0,115,975,470,0.01,242.67,0.01,485.34,0.01,668.68
Brazil266292_S4,Brazil,266292,INSTITUTO EUVALDO LODI,,18,People_18,PEOPLE,BST,INDIRECT,0,0,0,0,0,0,0.01,148.84,0.01,0.01,0.01,0.01,148.89,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0.01,148.84,0.01,0.01,0.01,0.01
Brazil239602_S4,Brazil,239602,TRANSPORTE COLETIVO JUATUBA LTDA,,18,People_18,PEOPLE,BST,INDIRECT,576,41498,41498,39216,96339,52527,41077.8,41077.8,43131.73,43131.73,43131.73,43131.73,526336.52,105,105,105,105,105,105,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,576,41498,41498,39216,96339,52527,41077.8,41077.8,43131.73,43131.73,43131.73,43131.73
