Unique Key Code,Country,Supplier Code,Supplier Name,Parent Company,VBS Code,VBS Description,GPO Category,Category,Main Category,ACT/LE Spend $ Jan,ACT/LE Spend $ Feb,ACT/LE Spend $ Mar,ACT/LE Spend $ Apr,ACT/LE Spend $ May,ACT/LE Spend $ Jun,ACT/LE Spend $ Jul,ACT/LE Spend $ Aug,ACT/LE Spend $ Sep,ACT/LE Spend $ Oct,ACT/LE Spend $ Nov,ACT/LE Spend $ Dec,ACT/LE Spend $ FY,ACT/LE WAPT Jan,ACT/LE WAPT Feb,ACT/LE WAPT Mar,ACT/LE WAPT Apr,ACT/LE WAPT May,ACT/LE WAPT Jun,ACT/LE WAPT Jul,ACT/LE WAPT Aug,ACT/LE WAPT Sep,ACT/LE WAPT Oct,ACT/LE WAPT Nov,ACT/LE WAPT Dec,Budget WAPT Jan Round 1,Budget WAPT Feb Round 1,Budget WAPT Mar Round 1,Budget WAPT Apr Round 1,Budget WAPT May Round 1,Budget WAPT Jun Round 1,Budget WAPT Jul Round 1,Budget WAPT Aug Round 1,Budget WAPT Sep Round 1,Budget WAPT Oct Round 1,Budget WAPT Nov Round 1,Budget WAPT Dec Round 1,Final BU Spend Jan Round 1,Final BU Spend Feb Round 1,Final BU Spend Mar Round 1,Final BU Spend Apr Round 1,Final BU Spend May Round 1,Final BU Spend Jun Round 1,Final BU Spend Jul Round 1,Final BU Spend Aug Round 1,Final BU Spend Sep Round 1,Final BU Spend Oct Round 1,Final BU Spend Nov Round 1,Final BU Spend Dec Round 1
Bolivia300435,Bolivia,300435,CIC International Analytic S.R.L.,CIC INTERNATIONAL ANALYTIC,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,144555,145689,260525,184319,220810,255790,1211688,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,0,0,0,0,0,0,144555,145689,260525,184319,220810,255790
Bolivia300864,Bolivia,300864,ENERQUIMICA S.A.C.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,27525,13896,102246,12653,6258,11526,14594.28,13439.3,13282.5,14858.61,11904,21485.82,263668.51,155.2016729,183.2518011,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,27525,13896,102246,12653,6258,11526,14594.28,13439.3,13282.5,14858.61,11904,21485.82
Bolivia301463,Bolivia,301463,KHS INDUSTRIA DE MAQUINAS LTDA,KHS INDUSTRIA DE MAQUINAS LTDA,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,22403,914,22988,23792,2315,7228,24569.42,22677.74,22420.92,25002.34,20163.15,6204.782478,200678.3525,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,22403,914,22988,23792,2315,7228,24569.42,22677.74,22420.92,25002.34,20163.15,6204.782478
Bolivia301479,Bolivia,301479,KRONES DO BRASIL LTDA,KRONES,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,195,195,195,195,195,195,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Bolivia302314,Bolivia,302314,SEW EURODRIVE DEL PERU S.A.C.,BV Beteiligung GmbH & Co KG,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,924,1274,2322,0,0,397.42,368.07,364.08,404.13,329.05,546,6928.75,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,924,1274,2322,0,0,397.42,368.07,364.08,404.13,329.05,546
Bolivia302323,Bolivia,302323,SIDEL BLOWING,SIDEL,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,25697,3970,220,0,0,10967,1469.83,1284.13,1258.92,1512.32,1037.29,3454.4,50870.89,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,25697,3970,220,0,0,10967,1469.83,1284.13,1258.92,1512.32,1037.29,3454.4
Bolivia302703,Bolivia,302703,LIESS MAQUINAS E EQUIPAMENTOS LTDA,AFAM EMPREENDIMENTOS E NEGOCIOS COMERCIAIS LTDA,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,1860,10441,0,99,250000,365.43,361.48,401.24,326.7,542.1,264396.95,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,1860,10441,0,99,250000,365.43,361.48,401.24,326.7,542.1
Bolivia302841,Bolivia,302841,SERVICOS BRASILEIROS DE,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia310101,Bolivia,310101,ZEGLA IND DE MAQ PARA BEB LTDA,EVS PARTICIPACOES LTDA,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,16438,0,0,19977,6976.52,6384.14,6303.72,7112.09,5596.69,11019.93,79808.09,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,16438,0,0,19977,6976.52,6384.14,6303.72,7112.09,5596.69,11019.93
Bolivia320342,Bolivia,320342,STOLLE MACHINERY DO BRASIL INDUSTRI,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,4203,0,695,1556,891.17,825.35,816.42,906.23,737.86,1224.36,11855.39,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,0,0,4203,0,695,1556,891.17,825.35,816.42,906.23,737.86,1224.36
Bolivia329693,Bolivia,329693,Krones AG,KRONES,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,8314,0,21692,0,5859,1296.95,1124.02,1100.55,1336.52,894.16,3216.88,44834.08,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,153.75,0,8314,0,21692,0,5859,1296.95,1124.02,1100.55,1336.52,894.16,3216.88
Bolivia339666,Bolivia,339666,SMI S.P.A.,SMIGROUP,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,138.755212,138.755212,138.755212,138.755212,138.755212,138.755212,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,138.76,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia339668,Bolivia,339668,FERRUM Packaging  AG,FERRUM,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,49023,0,70574,307,5079.33,4627.06,4565.66,5182.83,4025.87,8413.42,151798.17,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,0,0,49023,0,70574,307,5079.33,4627.06,4565.66,5182.83,4025.87,8413.42
Bolivia339681,Bolivia,339681,MANUEL SANMARTIN S.A.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,1060,0,0,18119,7532.2,6898.78,6812.79,7677.17,6056.78,11783.37,65940.09,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,0,0,1060,0,0,18119,7532.2,6898.78,6812.79,7677.17,6056.78,11783.37
Bolivia339713,Bolivia,339713,SAMSON CONTROLS S.A,Samson International Holding S A,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,359.99,360.04,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,359.99
Bolivia339852,Bolivia,339852,MAYEKAWA CHILE S.A. C e I,Mayekawa Holding AG,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Bolivia341578,Bolivia,341578,HAFFMANS B.V,PENTAIR GLOBAL,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia341581,Bolivia,341581,BUHLER AG.,BÃ¼hler Holding AG,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,190,14196,0,24602,224,697.62,568.96,551.49,727.07,397.93,2393.48,44548.55,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,0,190,14196,0,24602,224,697.62,568.96,551.49,727.07,397.93,2393.48
Bolivia341588,Bolivia,341588,INDUSTRIAL ELECTRONIC,INDUSTRIAL ELECTRONIC,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia341617,Bolivia,341617,Sartorius Stedim Biotech GmbÃƒ?Ã‚,SARTORIUS,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,7400,10852,0,16554,0,1740.81,1535.11,1507.18,1787.89,1261.67,3826.7,46465.36,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,7400,10852,0,16554,0,1740.81,1535.11,1507.18,1787.89,1261.67,3826.7
Bolivia341618,Bolivia,341618,HEUFT S A,HEUFT,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,14675,0,0,0,9219,63570,2346.58,2096.13,2062.13,2403.89,1763.22,4658.95,102794.9,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,14675,0,0,0,9219,63570,2346.58,2096.13,2062.13,2403.89,1763.22,4658.95
Bolivia341666,Bolivia,341666,MEURA S.A.,H.B.P. S.A.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,7904,8529,14285,0,714.21,584.32,566.69,743.94,411.67,2416.27,36155.1,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,0,0,7904,8529,14285,0,714.21,584.32,566.69,743.94,411.67,2416.27
Bolivia341693,Bolivia,341693,Miho Inspektionssysteme GmbH,miho Holding-GmbH,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,4241,0.01,0.01,0.01,0.01,0.01,166.05,4407.1,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,0,0,0,0,0,4241,0.01,0.01,0.01,0.01,0.01,166.05
Bolivia341705,Bolivia,341705,CENTEC GMBH,CENTEC,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Bolivia341708,Bolivia,341708,REGINA INTERNATIONAL SOCIEDAD ANONI,REGINA CATENE CALIBRATE,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,52.42,52.47,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,52.42
Bolivia341714,Bolivia,341714,R Y J FEIJOO S A,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia341875,Bolivia,341875,ESAU & HUEBER GMBH,BAUER Aktiengesellschaft,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,141.74,141.79,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,141.74
Bolivia341932,Bolivia,341932,METALURGICA INDUSTRIAL LATINOAMERIC,METALURGICA INDUSTRIAL LATINOAMERICANA,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,21028,0.01,0.01,0.01,0.01,0.01,0.01,21028.06,45,45,45,45,45,135,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,21028,0.01,0.01,0.01,0.01,0.01,0.01
Bolivia346471,Bolivia,346471,GENCO INGENIERIA S.R.L.,GENCO INGENIERIA S.R.L.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,5891,6120,7894,0,6504,39.6,-40.46,-51.33,57.93,-146.89,1489.45,27757.3,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0,5891,6120,7894,0,6504,39.6,-40.46,-51.33,57.93,-146.89,1489.45
Bolivia346668,Bolivia,346668,VAPOR SERVICE S.R.L.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,1650,0,614,3431,692.66,641.5,634.56,704.36,573.5,951.63,9893.21,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,1650,0,614,3431,692.66,641.5,634.56,704.36,573.5,951.63
Bolivia346823,Bolivia,346823,VELOMAN INDUSTRIAL S.R.L.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,1701,1457,3915,3591,215,489,264.3,167.64,154.52,286.42,39.15,1798.15,14078.18,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1701,1457,3915,3591,215,489,264.3,167.64,154.52,286.42,39.15,1798.15
Bolivia346843,Bolivia,346843,VIBROBAL,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,493,18328,24874,164,952,380,390.43,361.59,357.68,397.03,323.26,536.4,47557.39,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,493,18328,24874,164,952,380,390.43,361.59,357.68,397.03,323.26,536.4
Bolivia347023,Bolivia,347023,AVICENA IMPORT-EXPORT,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,2799,3488,4635,5459,1986,174,1057.36,902.13,881.06,1092.89,695.78,2887.72,26057.94,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,2799,3488,4635,5459,1986,174,1057.36,902.13,881.06,1092.89,695.78,2887.72
Bolivia348120,Bolivia,348120,ALEX CIRO VASQUEZ YAÃ‘EZ,ALEX CIRO VASQUEZ YAÃ‘EZ,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.06,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Bolivia348130,Bolivia,348130,INDUSTRIAS DEL CAUCHO APARRE S.R.L.,INDUSTRIAS DEL CAUCHO APARRE S.R.L.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,903,497,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1400.0006,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,903,497,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia348407,Bolivia,348407,VILLARROEL PEÃ‘ARANDA ROLANDO,VILLARROEL PEÃ‘ARANDA ROLANDO,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,4132,4124,6651,4564,8279,0,1477.92,1291.63,1266.34,1520.56,1044,3465.52,37815.97,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,4132,4124,6651,4564,8279,0,1477.92,1291.63,1266.34,1520.56,1044,3465.52
Bolivia348579,Bolivia,348579,RUBEN AYZACAYO   CONSTRUCCIONES R.A,RUBEN AYZACAYO CONSTRUCCIONES R.A,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia348849,Bolivia,348849,FERRETERIA UNIVERSAL LTDA.,FERRETERIA UNIVERSAL,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia349346,Bolivia,349346,SOCIEDAD COMERCIAL LA LLAVE S.A.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,3595,2106,5252,1649,0,43,611.01,488.74,472.14,638.99,326.21,2274.48,17456.57,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,3595,2106,5252,1649,0,43,611.01,488.74,472.14,638.99,326.21,2274.48
Bolivia351451,Bolivia,351451,LUNA HUANCA MARBEL FRANS,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,6384,5744,11825,1835,5678,9159,1656.69,1457.19,1430.11,1702.34,1192.01,3711.12,51774.46,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,6384,5744,11825,1835,5678,9159,1656.69,1457.19,1430.11,1702.34,1192.01,3711.12
Bolivia352048,Bolivia,352048,INGEVAP SRL,INGEVAP SRL,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,196,4082,9043,0.01,0.01,0.01,0.01,0.01,6118.76,19439.81,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,196,4082,9043,0.01,0.01,0.01,0.01,0.01,6118.76
Bolivia352287,Bolivia,352287,SUTEC IMPORT S.R.L.,SUTEC IMPORT S.R.L.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,2095,0,1227,563,0,0,603.86,482.12,465.59,631.72,320.3,2264.66,8653.25,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,2095,0,1227,563,0,0,603.86,482.12,465.59,631.72,320.3,2264.66
Bolivia352791,Bolivia,352791,HOERBIGER DE ARGENTINA S.A,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia352928,Bolivia,352928,CHAMBI CALLISAYA VICTOR HUGO,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,5361,5348,4487,1813,1813,0,1914.88,1696.32,1666.64,1964.9,1405.79,4065.84,31536.37,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,5361,5348,4487,1813,1813,0,1914.88,1696.32,1666.64,1964.9,1405.79,4065.84
Bolivia352952,Bolivia,352952,BAVARIA S.R.L.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,1549,0,3707,6693,4419,3776,3905.16,3539.61,3489.99,3988.82,3053.69,6800.26,44921.53,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1549,0,3707,6693,4419,3776,3905.16,3539.61,3489.99,3988.82,3053.69,6800.26
Bolivia353303,Bolivia,353303,LEON ASTURIZAGA XIMENA DARIA,LEON ASTURIZAGA XIMENA DARIA,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,3422,22747,0,0,882.07,739.79,720.47,914.64,550.65,2646.9,32623.52,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,0,0,3422,22747,0,0,882.07,739.79,720.47,914.64,550.65,2646.9
Bolivia353415,Bolivia,353415,PESOTODO SRL,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,6.00E-04,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia354186,Bolivia,354186,CORREAS CENTER LTDA,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,11551,6625,6606,6855,6624,3288,1490.25,1303.05,1277.63,1533.09,1054.2,3482.45,51689.67,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,11551,6625,6606,6855,6624,3288,1490.25,1303.05,1277.63,1533.09,1054.2,3482.45
Bolivia354451,Bolivia,354451,VAPORINOX INGENIERIA SRL,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,6492,11299,23111,6907,38728,10257,8910.96,8175.72,8075.9,9079.23,7198.36,13677.62,151911.79,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,6492,11299,23111,6907,38728,10257,8910.96,8175.72,8075.9,9079.23,7198.36,13677.62
Bolivia355485,Bolivia,355485,SMC PNEUMATICS BOLIVIA SRL.,SMC,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,1810,6697,4580,6865,5696,3242,1069.09,912.99,891.8,1104.81,705.5,2903.84,36478.03,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,1810,6697,4580,6865,5696,3242,1069.09,912.99,891.8,1104.81,705.5,2903.84
Bolivia355528,Bolivia,355528,FINI LAGER,FINI LAGER,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,16548,12074,10668,23208,22427,23520,13692.41,12604.04,12456.28,13941.5,11157.28,20246.76,192543.27,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,16548,12074,10668,23208,22427,23520,13692.41,12604.04,12456.28,13941.5,11157.28,20246.76
Bolivia355793,Bolivia,355793,IMCRUZ COMERCIAL S.A.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,12301,49408,8135,1315,4471,0,6565.16,6003.16,5926.86,6693.78,5256.1,10454.77,116529.83,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,12301,49408,8135,1315,4471,0,6565.16,6003.16,5926.86,6693.78,5256.1,10454.77
Bolivia355880,Bolivia,355880,TRITEC S.R.L.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,757,99,0,0,25,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,881.0006,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,757,99,0,0,25,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04,1.00E-04
Bolivia355909,Bolivia,355909,JORVI S.R.L.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,45451,0,22321,2174,0,1318,392.98,286.82,272.41,417.28,145.7,1974.94,74754.13,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,45451,0,22321,2174,0,1318,392.98,286.82,272.41,417.28,145.7,1974.94
Bolivia355956,Bolivia,355956,HANSA LTDA.,Sociedad Comercial e Industrial Hansa Limitada,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,2789,0,0.01,0.01,0.01,0.01,0.01,2498.38,5287.43,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,0,0,2789,0,0.01,0.01,0.01,0.01,0.01,2498.38
Bolivia356108,Bolivia,356108,GROSS BASTA S.R.L.,GROSS BASTA S.R.L.,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,1306,1548,3388,1596,2481,409.89,302.48,287.89,434.47,159.69,1998.17,13911.59,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0,1306,1548,3388,1596,2481,409.89,302.48,287.89,434.47,159.69,1998.17
Bolivia356177,Bolivia,356177,MARCI S.R.L.,,1003,Industrial Equip & Machinery_1003,MAINTENANCE,CAPEX,INDIRECT,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,2673.16,2673.21,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,2673.16
